military_rank,tax_number,full_name,birth_date,source_unit,specialty_name,specialty_code,specialty_mos_code,category,training_location,start_date,end_date,completion_order_number,completion_certificate_number,notes
молодший сержант,2570700673,БІЛОУС Руслан Ігорович,05/20/1970,А0998,Оператор БПЛА,212,212720,КІБР,111 брез,10/09/2025,11/25/2025,№379 від 25.11.2025,56512,
сержант,2772113406,КОЗАК Олексій Богданович,11/24/1975,А2167,Стрілець,100,100915,БЗВП,242 ЦПП,11/24/2025,01/12/2026,№154 від 12.01.2026,21128,
головний сержант,2755334434,МЕЛЬНИК Руслан Віталійович,06/09/1975,А0666,Заряджаючий,113,113251,КІБР,222 брез,11/08/2025,12/30/2025,№469 від 30.12.2025,11627,
старший солдат,3369840905,ГРИЦЕНКО Богдан Степанович,04/05/1992,А4754,Радіотелефоніст,403,403733,КІБР,222 брез,11/04/2025,12/22/2025,№397 від 22.12.2025,98725,
старший сержант,3297807830,ГЕРАСИМЕНКО Василь Валерійович,04/16/1990,А0501,Снайпер,110,110001,КІБР,333 брез,10/19/2025,12/18/2025,№246 від 18.12.2025,87508,
старший солдат,3701848872,БІЛОУС Сергій Віталійович,05/08/2001,А4754,Механік-водій,121,121223,КІБР,333 брез,11/20/2025,01/17/2026,№36 від 17.01.2026,78190,
молодший сержант,3045054879,ПАВЛЕНКО Дмитро Григорович,05/15/1983,А4010,Механік-водій,121,121223,КІБР,222 брез,11/26/2025,01/21/2026,№305 від 21.01.2026,89633,
головний сержант,2844203950,ХОТЯНОВИЧ Олексій Юрійович,11/14/1977,А0998,Радіотелефоніст,403,403733,КІБР,333 брез,10/23/2025,12/09/2025,№156 від 09.12.2025,41792,
молодший сержант,2644834316,СИДОРЕНКО Денис Михайлович,05/30/1972,А0998,Стрілець,100,100915,БЗВП,242 ЦПП,10/17/2025,12/10/2025,№362 від 10.12.2025,29728,
старший сержант,2921169635,САВЧЕНКО Олександр Ігорович,12/23/1979,А0501,Механік-водій,121,121223,КІБР,121 НЦ,11/16/2025,01/06/2026,№408 від 06.01.2026,59083,
сержант,2564350590,ВОРОНОВ Валерій Павлович,03/17/1970,А0666,Заряджаючий,113,113251,КІБР,121 НЦ,11/06/2025,12/24/2025,№161 від 24.12.2025,44167,
старший солдат,2677403074,ГРИЦЕНКО Сергій Андрійович,04/21/1973,А0501,Гранатометник,107,107543,КІБР,121 НЦ,11/25/2025,01/22/2026,№170 від 22.01.2026,82708,
сержант,2766209849,ХОТЯНОВИЧ Богдан Олегович,09/26/1975,А7014,Кухар,868,868512,КІБР,222 брез,11/14/2025,12/30/2025,№230 від 30.12.2025,30688,
сержант,3649394163,МАРТИНЕНКО Роман Анатолійович,11/30/1999,А0139,Заряджаючий,113,113251,КІБР,222 брез,11/10/2025,12/31/2025,№145 від 31.12.2025,27175,
молодший сержант,2670883274,МЕЛЬНИК Андрій Юрійович,02/14/1973,А0501,Розвідник,106,106642,КІБР,333 брез,10/12/2025,11/29/2025,№447 від 29.11.2025,63890,
сержант,3756167584,САВЧЕНКО Валерій Петрович,11/02/2002,А4010,Бойовий медик,878,878453,КІБР,111 брез,11/01/2025,12/24/2025,№268 від 24.12.2025,64552,
старший сержант,3490988299,КОЗАК Максим Богданович,07/30/1995,А4010,Заряджаючий,113,113251,КІБР,222 брез,10/06/2025,11/27/2025,№307 від 27.11.2025,14296,
старший солдат,3449125338,ЯКОВЕНКО Сергій Ігорович,06/07/1994,А4007,Телеграфіст,402,402721,КІБР,242 ЦПП,10/13/2025,11/30/2025,№468 від 30.11.2025,61174,
головний сержант,2558213951,САВЧЕНКО Юрій Олегович,01/15/1970,А0998,Кулеметник,101,101255,КІБР,242 ЦПП,10/09/2025,11/28/2025,№309 від 28.11.2025,12604,
головний сержант,3775628163,ЯКОВЕНКО Василь Віталійович,05/16/2003,А4010,Телеграфіст,402,402721,КІБР,121 НЦ,10/24/2025,12/19/2025,№222 від 19.12.2025,55130,
старший сержант,3303178871,ТКАЧУК Ігор Григорович,06/08/1990,А7014,Оператор БПЛА,212,212720,КІБР,242 ЦПП,11/23/2025,01/08/2026,№284 від 08.01.2026,91470,
старший солдат,3276984617,ГЕРАСИМЕНКО Роман Валерійович,09/19/1989,А0139,Снайпер,110,110001,КІБР,111 брез,11/06/2025,12/24/2025,№394 від 24.12.2025,60061,
сержант,3725268737,ЯКОВЕНКО Михайло Григорович,12/28/2001,А0998,Сапер,166,166611,КІБР,242 ЦПП,11/12/2025,01/09/2026,№191 від 09.01.2026,74649,
головний сержант,2828040543,МОРОЗ Олег Андрійович,06/05/1977,А2167,Кухар,868,868512,КІБР,111 брез,11/02/2025,12/20/2025,№132 від 20.12.2025,65496,
старший солдат,2837929861,ПОЛІЩУК Володимир Іванович,09/12/1977,А4007,Радіотелефоніст,403,403733,КІБР,121 НЦ,10/22/2025,12/10/2025,№421 від 10.12.2025,13926,
старший сержант,2829033736,ДОВЖЕНКО Дмитро Богданович,06/15/1977,А0998,Сапер,166,166611,КІБР,121 НЦ,10/10/2025,11/29/2025,№30 від 29.11.2025,54475,
молодший сержант,3009898651,ДЯЧЕНКО Іван Петрович,05/28/1982,А4007,Сапер,166,166611,КІБР,222 брез,10/06/2025,11/23/2025,№306 від 23.11.2025,66259,
старший солдат,3020944357,КОЗАК Василь Миколайович,09/16/1982,А1126,Розвідник,106,106642,КІБР,242 ЦПП,10/20/2025,12/08/2025,№160 від 08.12.2025,27815,
старший сержант,3648333111,БОНДАРЕНКО Борис Степанович,11/20/1999,А0666,Бойовий медик,878,878453,КІБР,242 ЦПП,11/24/2025,01/13/2026,№411 від 13.01.2026,23559,
старший солдат,3077312729,КОРШЕВНЮК Валерій Олександрович,04/02/1984,А0666,Заряджаючий,113,113251,КІБР,222 брез,11/12/2025,01/05/2026,№203 від 05.01.2026,21325,
старший сержант,2617355564,ТИЩЕНКО Богдан Павлович,08/29/1971,А2167,Телеграфіст,402,402721,КІБР,111 брез,10/05/2025,11/29/2025,№311 від 29.11.2025,75238,
старший солдат,3452649718,КУЗЬМЕНКО Андрій Степанович,07/12/1994,А0666,Кухар,868,868512,КІБР,242 ЦПП,10/04/2025,11/25/2025,№111 від 25.11.2025,25910,
молодший сержант,3097036734,ГРИЦЕНКО Андрій Валерійович,10/16/1984,А2167,Сапер,166,166611,КІБР,111 брез,11/20/2025,01/12/2026,№126 від 12.01.2026,28891,
сержант,3753581212,КРАВЧЕНКО Руслан Олегович,10/07/2002,А7014,Механік-водій,121,121223,КІБР,242 ЦПП,10/18/2025,12/10/2025,№93 від 10.12.2025,89062,
головний сержант,3135195731,ХОТЯНОВИЧ Володимир Павлович,11/01/1985,А1126,Стрілець,100,100915,БЗВП,111 брез,11/20/2025,01/08/2026,№420 від 08.01.2026,34058,
старший солдат,2569620573,БОНДАРЕНКО Петро Віталійович,05/09/1970,А0139,Заряджаючий,113,113251,КІБР,222 брез,11/22/2025,01/15/2026,№209 від 15.01.2026,58339,
старший солдат,3145241463,ОЛІЙНИК Петро Володимирович,02/10/1986,А0666,Стрілець,100,100915,БЗВП,111 брез,10/08/2025,12/03/2025,№379 від 03.12.2025,26945,
солдат,2904532847,ТИЩЕНКО Анатолій Степанович,07/10/1979,А4010,Стрілець,100,100915,БЗВП,111 брез,10/14/2025,12/13/2025,№230 від 13.12.2025,37056,
головний сержант,3116374150,ДОВЖЕНКО Олег Олегович,04/27/1985,А4010,Оператор БПЛА,212,212720,КІБР,121 НЦ,10/19/2025,12/07/2025,№6 від 07.12.2025,45090,
молодший сержант,3142428850,ТКАЧУК Анатолій Михайлович,01/13/1986,А4007,Кухар,868,868512,КІБР,111 брез,10/08/2025,11/24/2025,№52 від 24.11.2025,66835,
молодший сержант,2927523205,БІЛОУС Іван Валерійович,02/25/1980,А0139,Водій,837,837037,КІБР,333 брез,10/17/2025,12/16/2025,№278 від 16.12.2025,18133,
молодший сержант,3674203855,ДОВЖЕНКО Денис Павлович,08/05/2000,А4007,Сапер,166,166611,КІБР,222 брез,11/27/2025,01/16/2026,№388 від 16.01.2026,74234,
сержант,3426213441,МОРОЗ Василь Петрович,10/21/1993,А1126,Гранатометник,107,107543,КІБР,242 ЦПП,11/02/2025,12/23/2025,№158 від 23.12.2025,62187,
солдат,3348964793,МЕЛЬНИК Вадим Павлович,09/09/1991,А0998,Механік-водій,121,121223,КІБР,222 брез,10/12/2025,11/26/2025,№221 від 26.11.2025,71350,
старший солдат,3235613334,ВОРОНОВ Денис Юрійович,08/02/1988,А4007,Розвідник,106,106642,КІБР,333 брез,10/26/2025,12/22/2025,№107 від 22.12.2025,42221,
молодший сержант,3053730610,МАРТИНЕНКО Роман Олегович,08/10/1983,А0666,Механік-водій,121,121223,КІБР,242 ЦПП,11/19/2025,01/15/2026,№356 від 15.01.2026,65039,
головний сержант,2945126912,КОРШЕВНЮК Валерій Павлович,08/19/1980,А0666,Водій,837,837037,КІБР,242 ЦПП,11/17/2025,01/05/2026,№249 від 05.01.2026,98549,
сержант,3062525627,МЕЛЬНИК Валерій Глібович,11/06/1983,А7014,Радіотелефоніст,403,403733,КІБР,222 брез,11/25/2025,01/19/2026,№29 від 19.01.2026,88272,
солдат,2785937677,КИРИЛЕНКО Артем Іванович,04/10/1976,А0998,Водій,837,837037,КІБР,121 НЦ,11/04/2025,12/20/2025,№378 від 20.12.2025,79146,
молодший сержант,3477697710,ПОЛІЩУК Максим Павлович,03/19/1995,А4754,Водій,837,837037,КІБР,121 НЦ,10/12/2025,12/07/2025,№175 від 07.12.2025,77300,
головний сержант,3354524784,ЗАЙЦЕВ Гліб Сергійович,11/04/1991,А0998,Бойовий медик,878,878453,КІБР,222 брез,11/10/2025,12/31/2025,№73 від 31.12.2025,83104,
солдат,3296916936,БІЛОУС Артем Павлович,04/07/1990,А4010,Механік-водій,121,121223,КІБР,222 брез,11/07/2025,12/27/2025,№410 від 27.12.2025,26126,
сержант,3511264820,ХОТЯНОВИЧ Валерій Глібович,02/18/1996,А0139,Кулеметник,101,101255,КІБР,121 НЦ,11/16/2025,01/06/2026,№282 від 06.01.2026,51844,
старший сержант,3578590095,ОЛІЙНИК Олександр Олександрович,12/22/1997,А0998,Стрілець,100,100915,БЗВП,121 НЦ,11/14/2025,01/13/2026,№318 від 13.01.2026,82596,
солдат,3042939924,ЗАЙЦЕВ Дмитро Михайлович,04/24/1983,А4754,Бойовий медик,878,878453,КІБР,121 НЦ,11/21/2025,01/09/2026,№174 від 09.01.2026,36730,
сержант,3307449020,ГЕРАСИМЕНКО Денис Григорович,07/21/1990,А0139,Бойовий медик,878,878453,КІБР,222 брез,11/01/2025,12/31/2025,№110 від 31.12.2025,71762,
солдат,3153095499,КОРШЕВНЮК Дмитро Володимирович,04/29/1986,А0998,Розвідник,106,106642,КІБР,111 брез,10/19/2025,12/08/2025,№361 від 08.12.2025,43745,
солдат,2999062954,МАРТИНЕНКО Олег Юрійович,02/09/1982,А0501,Кухар,868,868512,КІБР,121 НЦ,11/27/2025,01/13/2026,№369 від 13.01.2026,25163,
головний сержант,3548894479,ПАВЛЕНКО Руслан Сергійович,02/28/1997,А0139,Стрілець,100,100915,БЗВП,121 НЦ,10/11/2025,12/07/2025,№201 від 07.12.2025,20117,
сержант,3495065090,ПАНЧЕНКО Руслан Степанович,09/09/1995,А4007,Радіотелефоніст,403,403733,КІБР,222 брез,10/23/2025,12/22/2025,№81 від 22.12.2025,30257,
старший сержант,3115880616,КУЗЬМЕНКО Сергій Михайлович,04/22/1985,А0998,Бойовий медик,878,878453,КІБР,121 НЦ,10/26/2025,12/11/2025,№332 від 11.12.2025,11196,
молодший сержант,3305972902,ТКАЧУК Валерій Валерійович,07/06/1990,А0139,Стрілець,100,100915,БЗВП,242 ЦПП,10/15/2025,12/13/2025,№485 від 13.12.2025,38477,
старший сержант,2963103307,КОНДРАТЮК Михайло Павлович,02/15/1981,А4754,Кулеметник,101,101255,КІБР,111 брез,11/18/2025,01/05/2026,№485 від 05.01.2026,49611,
старший солдат,2807288720,ЯКОВЕНКО Михайло Іванович,11/09/1976,А2167,Водій,837,837037,КІБР,121 НЦ,10/25/2025,12/21/2025,№261 від 21.12.2025,19968,
старший солдат,3075117603,ЛИТВИН Микола Ігорович,03/11/1984,А4754,Бойовий медик,878,878453,КІБР,222 брез,11/28/2025,01/16/2026,№95 від 16.01.2026,76600,
солдат,3238694641,ТКАЧУК Михайло Анатолійович,09/01/1988,А0139,Заряджаючий,113,113251,КІБР,222 брез,11/17/2025,01/16/2026,№132 від 16.01.2026,69366,
солдат,2718869802,КРАВЧЕНКО В'ячеслав Олегович,06/09/1974,А7014,Механік-водій,121,121223,КІБР,333 брез,10/16/2025,11/30/2025,№30 від 30.11.2025,76986,
